Tags,IsFireFuel;RepairWithTape,IsFireFuel;RepairWithGlue;RepairWithTape,IsFireFuel;HasMetal;RepairWithGlue;RepairWithTape,HasMetal;RepairWithGlue;RepairWithTape,HasMetal;RepairWithEpoxy;SmeltableIronMedium,HasMetal;RepairWithEpoxy,IsFireFuel;HasMetal;RepairWithGlue;RepairWithTape,HasMetal;RepairWithGlue;RepairWithTape,HasMetal;RepairWithGlue;RepairWithTape,HasMetal;RepairWithGlue;RepairWithTape,BoltCutters;IgnoreZombieDensity;HasMetal;SmeltableIronMedium,ClearAshes;CleanStains;IsFireFuel;RepairWithGlue;RepairWithTape;GivesLongStick,HasMetal;RepairWithGlue;RepairWithTape;GivesLongStick,HasMetal;RepairWithEpoxy,IgnoreZombieDensity;HasMetal;RepairWithGlue;RepairWithTape,IsFireFuel;RepairWithGlue;RepairWithTape,IsFireFuel;RepairWithGlue;RepairWithTape,IsFireFuel;RepairWithGlue;RepairWithTape,FishingRod;IsFireFuel,Crowbar;RemoveBarricade;KillAnimal;SmeltableIronLarge,Crowbar;RemoveBarricade;KillAnimal;SmeltableIronMedium,IsFireFuel;RepairWithGlue;RepairWithTape,IsFireFuel;HasMetal;RepairWithGlue;RepairWithTape,FishingRod,,RepairWithGlue;RepairWithTape,DigPlow;HasToolHead;HasMetal;RepairWithGlue;RepairWithTape;SmeltableIronSmall,DigPlow;HasToolHead;HasMetal;RepairWithGlue;RepairWithTape;SmeltableIronSmall,RepairWithTape,IsFireFuel;RepairWithTape,IsFireFuel;RepairWithGlue;RepairWithTape;CarveLongStick,HasMetal;RepairWithGlue;RepairWithTape;CarveLongStick,HasMetal;IronMaterial;BarStock;NoMaintenanceXp;SmeltableIronLarge,IgnoreZombieDensity;HasMetal;RepairWithGlue;RepairWithTape,HasMetal;RepairWithEpoxy;SmeltableIronSmall,IgnoreZombieDensity;HasMetal;RepairWithGlue;RepairWithTape,IsFireFuel;RepairWithGlue;RepairWithTape,TakeDung;IsFireFuel;RepairWithGlue;RepairWithTape;SmeltableIronSmall,WoodHandle;NoMaintenanceXp;IsFireFuel;RepairWithGlue;RepairWithTape,HasMetal;RepairWithGlue;RepairWithTape,IsFireFuel;HasMetal;RepairWithGlue;RepairWithTape,HasMetal;RepairWithGlue;RepairWithTape,IgnoreZombieDensity;HasMetal;HasToolHead;RepairWithGlue;RepairWithTape;SmeltableIronMedium,IgnoreZombieDensity;HasMetal;RepairWithGlue;RepairWithTape,WoodHandle;LongStick;NoMaintenanceXp;IsFireFuel;RepairWithGlue;RepairWithTape,CleanStains;IsFireFuel;RepairWithGlue;RepairWithTape;GivesLongStick,HasMetal;RepairWithEpoxy;SmeltableIronSmall,NoMaintenanceXp;IsFireFuel;RepairWithGlue;RepairWithTape,IsFireFuel;HasMetal;RepairWithGlue;RepairWithTape,HasMetal;IgnoreZombieDensity;RepairWithGlue;RepairWithTape,IsFireFuel;RepairWithGlue;RepairWithTape,TakeDung;HasMetal;RepairWithGlue;RepairWithTape,WoodHandle;LongStick;NoMaintenanceXp;IsFireFuel;RepairWithGlue;RepairWithTape;CarveLongStick,HasMetal;RepairWithEpoxy;KillAnimal,ClearAshes;DigGrave;DigPlow;TakeDirt;TakeDung;HasToolHead;KillAnimal;RepairWithGlue;RepairWithTape;SmeltableIronSmall,ClearAshes;DigGrave;DigPlow;TakeDirt;TakeDung;KillAnimal;RepairWithGlue;RepairWithTape;SmeltableIronSmall,ClearAshes;TakeDung;RepairWithGlue;RepairWithTape;SmeltableIronSmall,ClearAshes;DigGrave;DigPlow;TakeDirt;TakeDung;HasToolHead;KillAnimal;RepairWithGlue;RepairWithTape;SmeltableIronSmall,ClearAshes;DigGrave;DigPlow;TakeDirt;TakeDung;RepairWithGlue;RepairWithTape,HasMetal;SteelMaterial;BarStock;NoMaintenanceXp;SmeltableIronMedium,StoneMaul;HasToolHead;RepairWithGlue;RepairWithTape,NoMaintenanceXp;IsFireFuel;RepairWithGlue;RepairWithTape,HasMetal;RepairWithGlue;RepairWithTape,HasMetal;IsFireFuel;RepairWithGlue;RepairWithTape,HasMetal;RepairWithGlue;RepairWithTape
Type,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon,Weapon
StaticModel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WeaponSprite,Banjo,BaseballBat,BaseballBat_Can,BaseBallBat_GardenForkHead,BaseballBat_Metal,BaseballBat_Metal_Bolts,BaseballBat_Nails,BaseBallBat_RakeHead,BaseballBat_ScrapSheet,BaseBallBat_Spiked,BoltCutters,Broom,Broom_BarbedWire,BucketMace_Metal,BucketMace_Wood,CanoePadel,CanoePadelX2,CanoePadelX2_Broken,FishingRod_Crafted,,CrowbarForged,HockeyStick,FieldHockeyStick_Nails,FishingRod_Modern,FishingRod_Modern,Gaffhook,,GardenHoeForged,GolfClub,Guitar_Acoustic,IceHockeyStick,IceHockeyStick_BarbedWire,IronBarStock,JawboneBovide_Morningstar,KettleMace_Metal,KettleMace_Wood,LaCrosseStick,LeafRake,LongHandle,LongHandle_Can,LongHandleNailSpike,LongHandleRakeHead,LongHandle_Mace,LongHandle_Spiked,LongShaft,Mop_Hand,Morningstar_Scrap,Plank,NailedPlank,Plank_Saw,PoolCue,Rake,Sapling,ScrapWeaponRakeHead,Shovel,Shovel02,SnowShovel,SpadeForged,SpadeWood,SteelBarStock,StoneMaul,TableLeg,TableLeg_Chain,TableLeg_Nails,WoodenStick_Can
WeaponSpritesByIndex,,,,,,,,,,,,,,,,,,,,Crowbar;CrowbarForged,,,,,,,GardenHoe;GardenHoeForged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldStaticModel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldStaticModelsByIndex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AttachmentType,Guitar,Shovel,Shovel,BigWeapon,Shovel,Shovel,Shovel,BigWeapon,Shovel,Shovel,BigBlade,Shovel,Shovel,BigWeapon,BigWeapon,Shovel,Shovel,Shovel,Shovel,BigBlade,BigBlade,Shovel,Shovel,Shovel,Shovel,Shovel,BigBlade,BigBlade,BigBlade,GuitarAcoustic,Shovel,Shovel,BigBlade,BigBlade,BigWeapon,BigWeapon,Shovel,Shovel,Shovel,Shovel,Shovel,BigWeapon,BigWeapon,BigWeapon,,Shovel,Shovel,Shovel,Shovel,BigWeapon,BigBlade,Shovel,,BigWeapon,Shovel,Shovel,Shovel,Shovel,Shovel,BigBlade,BigBlade,BigWeapon,BigWeapon,BigWeapon,BigWeapon
IdleAnim,,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,,,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,Idle_Weapon2,,Idle_Weapon2,,,,Idle_Weapon2
RunAnim,,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,Run_Weapon2,,,,Run_Weapon2
SwingAnim,Bat,Bat,Bat,Bat,Bat,Bat,Bat,Bat,Bat,Bat,Bat,Bat,Bat,Heavy,Heavy,Bat,Bat,Bat,Bat,Bat,Bat,Bat,Bat,Bat,Bat,Bat,Bat,Bat,Bat,Bat,Bat,Bat,Bat,Heavy,Heavy,Heavy,Bat,Bat,Bat,Bat,Bat,Bat,Bat,Bat,Bat,Bat,Bat,Bat,Bat,Bat,Bat,Bat,Bat,Bat,Bat,Bat,Bat,Bat,Bat,Bat,Heavy,Bat,Bat,Bat,Bat
CloseKillMove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TwoHandWeapon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
RequiresEquippedBothHands,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,
AimingMod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IsAimedHandWeapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SwingAmountBeforeImpact,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.04,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,,0.02,0.02,0.02,0.002,0.04,0.04,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.002,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.02,0.02,0.02,0.02
SwingTime,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2.1,2.1,3,3.0,2,2,3,0.5,2,2,2,2,4,4,4,4,4,4,2,2,3,4,0.5,4,2,2,2,3.0,2.1,2.1,2.1,2.1,2.1,3,2,4,4,4,2
MinimumSwingTime,4,3,3,3,3,3,3,3,3,3,3,2,2,4,4,2,2,2,2,3,3,2,2,2,2,2,2.1,2.1,3,3.0,2,2,3,0.5,4,4,2,2,4,4,4,4,4,4,2,2,3,4,4,4,2,2,2,3.0,2.1,2.1,2.1,2.1,2.1,3,4,4,4,4,2
CanBarricade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CanStoreWater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CantAttackWithLowestEndurance,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,
SurvivalGear,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DamageMakeHole,,,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,,,,,,,,TRUE,,,TRUE,TRUE,TRUE,,,,TRUE,,TRUE,,,,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,TRUE,TRUE,,TRUE,,TRUE,TRUE,TRUE,,TRUE,,,,,,,TRUE
AlwaysKnockdown,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,
KnockBackOnNoDeath,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
KnockdownMod,2,2,2,2,2,2,2,2,2,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1.5,0,0,0,3,3,3,0,0,2,2,2,2,2,2,0,0,2,2,2,2,0,0,0,2,2,2,2,2,2,0,3,2,2,2,0
BaseSpeed,1.1,1,1,1,1,1,0.95,1,1,1,1,1.2,1.2,0.9,0.9,0.85,0.8,0.85,1.3,1,1,0.9,0.9,1.3,1.3,1.2,0.85,0.85,1,0.9,0.9,0.9,1,1,0.9,0.9,0.9,1.2,1,1,1,1,1,1,1.2,1.2,0.95,0.9,0.85,0.85,1.2,1.2,1.2,1,0.8,0.8,0.8,0.8,0.8,1,0.9,1,1,1,1
ConditionLowerChanceOneIn,2,20,25,5,25,10,10,5,30,5,70,2,2,10,10,10,10,10,1,70,70,5,5,1,1,3,10,10,15,3,5,7,15,25,10,10,10,3,10,15,5,2,20,2,5,2,10,2,2,2,10,3,5,15,10,10,10,10,5,15,40,3,3,3,8
ConditionMax,3,15,20,10,20,20,15,10,25,10,15,3,3,10,10,10,10,10,3,15,15,7,7,3,3,4,10,10,5,2,7,10,8,15,10,10,10,4,10,15,10,10,15,10,5,3,10,10,10,10,10,4,5,10,10,10,10,10,10,8,10,4,4,4,8
critDmgMultiplier,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,
CriticalChance,5,40,45,30,40,50,30,30,50,30,20,5,5,,,40,50,40,5,20,20,30,30,5,5,5,35,35,25,20,30,30,20,50,,,30,5,25,30,30,10,40,10,5,5,30,30,25,25,0,5,5,15,40,40,40,40,30,20,,10,10,10,30
DamageCategory,,,,Slash,,,Slash,Slash,,Slash,,,Slash,,,,,,,,,,Slash,,,Slash,Slash,Slash,,,,Slash,,Slash,,,,Slash,,,Slash,Slash,Slash,Slash,,,Slash,,Slash,Slash,,Slash,,Slash,Slash,Slash,,Slash,,,,,,,
DigType,,,,,,,,,,,,,,,,,,,,,,,,,,,Hoe,Hoe,,,,,,,,,,,,,,,,,,,,,,,,,,,Shovel,Shovel,Shovel,Shovel,Shovel,,,,,,
DoorDamage,5,5,5,7,5,5,7,7,5,7,8,1,1,50,50,1,1,1,1,8,8,1,1,1,1,0,10,10,5,3,1,1,1,7,30,30,1,1,5,7,5,5,9,5,1,1,7,5,8,8,1,1,1,15,10,5,10,10,5,1,40,5,5,5,2
EnduranceMod,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,0.6,,,,,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
HeadCondition,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,,,,,,,,,,,,,,,15,,,,,,,,,10,,,10,,,10,,,10,,,,
HeadConditionLowerChanceMultiplier,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1.5,,,,,,,,,1,,,1,,,1,,,1.5,,,,
HeadConditionMax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HitAngleMod,,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,,,,,,,,,-30,-30,,,,,,-30.0,-30.0,-30,-30,,,-30,-30,,,,,,,,,,,,,-30,,,,,,,-30,-30.0,-30.0,-30.0,-30.0,-30.0,-30,,,,,
MaxDamage,0.6,1.1,1.2,1.9,1.1,1.5,1.5,1.9,1.3,1.9,1.15,0.5,0.75,3,3,1.3,1.9,1.3,0.3,1.15,1.15,0.7,1.3,0.3,0.3,0.4,1.7,1.7,1,0.8,0.7,0.7,1.15,3,3,3,0.7,0.4,0.9,1.0,1.5,1.5,1.5,1.5,0.6,0.5,1.5,0.6,0.8,0.8,0.4,0.5,0.6,1.5,1.9,1.9,1.9,1.9,1.2,1.15,3,0.9,0.9,0.9,0.9
MinDamage,0.3,0.8,0.9,1.2,0.8,1.1,1,1.2,1.0,1.2,0.6,0.2,0.3,2,2,0.5,0.8,0.5,0.2,0.6,0.6,0.3,0.5,0.2,0.2,0.2,0.6,0.6,0.5,0.3,0.3,0.3,0.6,1.3,2,2,0.3,0.2,0.5,0.6,0.7,0.7,0.7,0.7,0.3,0.2,1,0.4,0.5,0.5,0.2,0.2,0.3,0.6,0.8,0.8,0.8,0.8,0.6,0.6,2,0.5,0.5,0.5,0.5
MaxHitCount,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,2,2,2,2,2,3,3,2,3,3,3,3,3,3,3,2,2,2,2
MaxRange,1.25,1.25,1.25,1.28,1.25,1.25,1.28,1.28,1.25,1.28,1.25,1.6,1.6,1.35,1.35,1.6,1.6,1.6,1.55,1.25,1.25,1.6,1.63,1.55,1.55,1.6,1.6,1.6,1.42,1.3,1.6,1.6,1.25,1.35,1.35,1.35,1.6,1.6,1.25,1.28,1.28,1.25,1.25,0.9,1.6,1.6,1.28,1.3,1.32,1.32,1.6,1.6,1.6,1.2,1.6,1.6,1.6,1.6,1.6,1.25,1.35,1,1,1,1.3
MinRange,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.7,0.7,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.7,0.7,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.7,0.61,0.61,0.61,0.61
